 -0.145859D+01 -0.114475D+01 -0.689358D+00 -0.981999D+00
 -0.114475D+01 -0.123490D+01 -0.838241D+00 -0.113018D+01
 -0.689358D+00 -0.838241D+00 -0.240943D+01 -0.188105D+01
 -0.981999D+00 -0.113018D+01 -0.188105D+01 -0.180306D+01
