   55
   4   3   2   1   0.212905942909D+00
   4   1   3   2   0.823697147225D-01
   4   2   3   1   0.823442740390D-01
   4   4   4   4   0.615539016118D+00
   4   4   4   3   0.475880573710D+00
   4   4   4   2   0.347079433632D+00
   4   4   4   1   0.266225793112D+00
   4   3   4   3   0.426745858043D+00
   4   4   3   3   0.803434205106D+00
   4   3   4   2   0.255277126168D+00
   4   4   3   2   0.188865089363D+00
   4   3   4   1   0.195921126083D+00
   4   4   3   1   0.143415190036D+00
   4   2   4   2   0.208685843316D+00
   4   4   2   2   0.388246526436D+00
   4   2   4   1   0.170614338121D+00
   4   4   2   1   0.311437232581D+00
   4   1   4   1   0.159770847511D+00
   4   4   1   1   0.479377999045D+00
   4   3   3   3   0.784948718441D+00
   4   2   3   3   0.422229223945D+00
   4   3   3   2   0.165974538468D+00
   4   1   3   3   0.323384536001D+00
   4   3   3   1   0.124753757686D+00
   4   2   3   2   0.103745241330D+00
   4   3   2   2   0.262716235889D+00
   4   1   3   1   0.712815501001D-01
   4   3   1   1   0.325484804433D+00
   4   2   2   2   0.257614113620D+00
   4   1   2   2   0.223526712320D+00
   4   2   2   1   0.213727479782D+00
   4   1   2   1   0.207023863232D+00
   4   2   1   1   0.335772625414D+00
   4   1   1   1   0.348164317507D+00
   3   3   3   3   0.154302121562D+01
   3   3   3   2   0.301461184860D+00
   3   3   3   1   0.225049672584D+00
   3   2   3   2   0.654399881142D-01
   3   3   2   2   0.421992000775D+00
   3   2   3   1   0.505506750335D-01
   3   3   2   1   0.342044383217D+00
   3   1   3   1   0.417269805643D-01
   3   3   1   1   0.519936456344D+00
   3   2   2   2   0.109439030661D+00
   3   1   2   2   0.904904435483D-01
   3   2   2   1   0.907298313090D-01
   3   1   2   1   0.799076645598D-01
   3   2   1   1   0.140603317062D+00
   3   1   1   1   0.128756589660D+00
   2   2   2   2   0.394044513538D+00
   2   2   2   1   0.323934191453D+00
   2   1   2   1   0.299924347411D+00
   2   2   1   1   0.507267480114D+00
   2   1   1   1   0.504590266195D+00
   1   1   1   1   0.897141357249D+00
