           1           1           1           1  0.77460594392000004     
           1           1           1           2  0.13248263032999999     
           1           1           1           3  0.34713840217300002     
           1           2           1           1  0.13248263032999999     
           1           2           1           2   5.1029281648300000E-002
           1           2           1           3   8.6014785074799996E-002
           1           3           1           1  0.34713840217300002     
           1           3           1           2   8.6014785074799996E-002
           1           3           1           3  0.18757106164199999     
           1           1           2           1  0.13248263032999999     
           1           1           2           2  0.50676996736900004     
           1           1           2           3  0.31678434901100000     
           1           2           2           1   5.1029281648300000E-002
           1           2           2           2  0.25549937172199999     
           1           2           2           3  0.14146366492300000     
           1           3           2           1   8.6014785074799996E-002
           1           3           2           2  0.36838241612500000     
           1           3           2           3  0.22318388077000001     
           1           1           3           1  0.34713840217300002     
           1           1           3           2  0.31678434901100000     
           1           1           3           3  0.46620323103599998     
           1           2           3           1   8.6014785074799996E-002
           1           2           3           2  0.14146366492300000     
           1           2           3           3  0.16233158786200000     
           1           3           3           1  0.18757106164199999     
           1           3           3           2  0.22318388077000001     
           1           3           3           3  0.30368946962499999     
           2           1           1           1  0.13248263032999999     
           2           1           1           2   5.1029281648300000E-002
           2           1           1           3   8.6014785074799996E-002
           2           2           1           1  0.50676996736900004     
           2           2           1           2  0.25549937172199999     
           2           2           1           3  0.36838241612500000     
           2           3           1           1  0.31678434901100000     
           2           3           1           2  0.14146366492300000     
           2           3           1           3  0.22318388077000001     
           2           1           2           1   5.1029281648300000E-002
           2           1           2           2  0.25549937172199999     
           2           1           2           3  0.14146366492300000     
           2           2           2           1  0.25549937172199999     
           2           2           2           2   1.5430212156200001     
           2           2           2           3  0.78494871844100000     
           2           3           2           1  0.14146366492300000     
           2           3           2           2  0.78494871844100000     
           2           3           2           3  0.42674585804300003     
           2           1           3           1   8.6014785074799996E-002
           2           1           3           2  0.14146366492300000     
           2           1           3           3  0.16233158786200000     
           2           2           3           1  0.36838241612500000     
           2           2           3           2  0.78494871844100000     
           2           2           3           3  0.80343420510600005     
           2           3           3           1  0.22318388077000001     
           2           3           3           2  0.42674585804300003     
           2           3           3           3  0.47588057370999998     
           3           1           1           1  0.34713840217300002     
           3           1           1           2   8.6014785074799996E-002
           3           1           1           3  0.18757106164199999     
           3           2           1           1  0.31678434901100000     
           3           2           1           2  0.14146366492300000     
           3           2           1           3  0.22318388077000001     
           3           3           1           1  0.46620323103599998     
           3           3           1           2  0.16233158786200000     
           3           3           1           3  0.30368946962499999     
           3           1           2           1   8.6014785074799996E-002
           3           1           2           2  0.36838241612500000     
           3           1           2           3  0.22318388077000001     
           3           2           2           1  0.14146366492300000     
           3           2           2           2  0.78494871844100000     
           3           2           2           3  0.42674585804300003     
           3           3           2           1  0.16233158786200000     
           3           3           2           2  0.80343420510600005     
           3           3           2           3  0.47588057370999998     
           3           1           3           1  0.18757106164199999     
           3           1           3           2  0.22318388077000001     
           3           1           3           3  0.30368946962499999     
           3           2           3           1  0.22318388077000001     
           3           2           3           2  0.42674585804300003     
           3           2           3           3  0.47588057370999998     
           3           3           3           1  0.30368946962499999     
           3           3           3           2  0.47588057370999998     
           3           3           3           3  0.61553901611799999     
