  0.100000D+01	0.684800D+00  0.197047D+00  0.471635D+00
  0.684800D+00  0.100000D+01  0.257118D+00  0.635457D+00
  0.197047D+00  0.257118D+00  0.100000D+01  0.634152D+00
  0.471635D+00  0.635457D+00  0.634152D+00  0.100000D+01
